subject,predicate,object
UỐN VÁN,HAS_SYMPTOM,DỊ ỨNG
BUỒNG TRỨNG,HAS_SYMPTOM,CÓ THAI
GLÔCÔM,TREATED_BY,THUỐC NHỎ MẮT
CAO HUYẾT ÁP,TREATED_BY,THUỐC CHỐNG ĐÔNG MÁU
BỆNH LÝ NỀN,TREATED_BY,VACCINCE
DA NHẠY CẢM,TREATED_BY,KEM
NHỊP TIM NHANH,HAS_SYMPTOM,RỐI LOẠN NHỊP
SỎI THẬN,TREATED_BY,PHẪU THUẬT K
ĐỘT QUỴ,TREATED_BY,VACCIN
VIÊM,TREATED_BY,STEROIDS
ĐAU,TREATED_BY,KẼM
KÍCH ỨNG,TREATED_BY,THUỐC
125,TREATED_BY,VACCINCE
KHÁNG THUỐC,TREATED_BY,THUỐC
ĐỘNG MẠCH,HAS_SYMPTOM,MẢNG XƠ VỮA ĐỘNG MẠCH
BỆNH LÝ NỀN,TREATED_BY,VẮC-XIN
NHIỄM TRÙNG,TREATED_BY,NSAID
DỊ ỨNG,TREATED_BY,XIN
BẢ VAI,HAS_SYMPTOM,ĐẦY BỤNG
VIÊM GAN B,TREATED_BY,KHÁNG THỂ
CAO HUYẾT ÁP,TREATED_BY,ASTRA ZENNECA
VIÊM PHỔI,TREATED_BY,VACCINCE
SUY THẬN,TREATED_BY,PHẪU THUẬT K
NGỦ KHÔNG,TREATED_BY,PHẪU THUẬT K
CHẬM,TREATED_BY,DIPROSPAN
KHÓ THỞ,TREATED_BY,KẼM
ĐAU,TREATED_BY,NSAID
HÀM,HAS_SYMPTOM,SỢ ÁNH SÁNG
TRIỆU CHỨNG SỐC,TREATED_BY,THUỐC KHÁNG VIÊM KHÔNG STEROID
SUY CHỨC NĂNG GIÁP,TREATED_BY,HORMONE
HERPES SIMPLEX,TREATED_BY,KEM
MẤT NGỦ,TREATED_BY,VACCINCE
RỐI LOẠN MỠ MÁU,TREATED_BY,GLYCERIDE
SỎI THẬN,TREATED_BY,UỐNG THUỐC
VI KHUẨN,TREATED_BY,VACCINCE
BỆNH LÝ,HAS_SYMPTOM,THỂ
MẤT Ý THỨC,TREATED_BY,PHẪU THUẬT K
SUNG HUYẾT,TREATED_BY,CHẤT NHẦY
NHIỄM TRÙNG,TREATED_BY,BISPHOSPHONATE
BỊ BỆNH VẢY NẾN,TREATED_BY,VACCINCE
SẸO LỒI,TREATED_BY,VACCINCE
CHẬM,TREATED_BY,THUỐC CHỐNG LAO
CÚM,TREATED_BY,ORCVAX
CÚM,TREATED_BY,VAXIGRIP
MẠCH,HAS_SYMPTOM,HỘI CHỨNG VÀNH CẤP
DỊ ỨNG,TREATED_BY,ALAXAN
CAO HUYẾT ÁP,TREATED_BY,THUỐC AN THẦN
HẠCH,HAS_SYMPTOM,ĐAU
VIÊM LOÉT,TREATED_BY,ESOMEPRAZOLE
HỘI CHỨNG,HAS_SYMPTOM,THÁP
NGỨA,TREATED_BY,KẼM
HÀM,HAS_SYMPTOM,HÔ XƯƠNG
120,TREATED_BY,VACCINCE
DỊ ỨNG,TREATED_BY,MỒ HÔI
BAN ĐỎ,TREATED_BY,THUỐC
CỨNG HỌNG,TREATED_BY,VACCIN
SỞI,TREATED_BY,XIN
HEN,TREATED_BY,CHẤT PHỤ GIA
MŨI,HAS_SYMPTOM,TÁI PHÁT
THOÁI HÓA ĐA KHỚP,TREATED_BY,VACCINCE
BƯỚU CỔ,TREATED_BY,THUỐC
RỐI LOẠN ĐẠI TIỂU TIỆN,TREATED_BY,TRỊ LIỆU
TÁI PHÁT,TREATED_BY,VACCINCE
NỔI NGỨA,TREATED_BY,I131
LÂY NHIỄM,TREATED_BY,HUYẾT THANH U
TỨC NGỰC,TREATED_BY,XỬ TRÍ
HUYẾT,HAS_SYMPTOM,VÔ SINH
MẶT,HAS_SYMPTOM,CẢM GIÁC
DA NHẠY CẢM,TREATED_BY,KEM DƯỠNG
VI RÚT,TREATED_BY,ĐIỀU. TRỊ
UNG THƯ ĐẠI TRÀNG,TREATED_BY,XẠ TRỊ
UNG THƯ,TREATED_BY,PHẪU THUẬT CẮT LÁCH
VIÊM NHIỄM,TREATED_BY,THUỐC
COVID,HAS_SYMPTOM,TỔN THƯƠNG
MÁU,HAS_SYMPTOM,CỨNG
DỊ ỨNG,TREATED_BY,THUỐC NGỦ
NHỎ,TREATED_BY,ĐIỀU. TRỊ
Ổ CẶN,TREATED_BY,PHẪU THUẬT K
PHÌNH ĐỘNG MẠCH NÃO,TREATED_BY,VACCINCE
TIỂU ĐƯỜNG,TREATED_BY,VACCINCE
BUỒNG TRỨNG,HAS_SYMPTOM,KINH KHÔNG ĐỀU
CƯỜNG DƯƠNG,TREATED_BY,CHỮA TRỊ
SỢ HÃI,TREATED_BY,EPINEPHRINE
ĐAU NGỨA,TREATED_BY,THUỐC BÔI
MẮC BỆNH,TREATED_BY,VACCINCE
XUẤT HUYẾT,TREATED_BY,KHÁNG SINH
XUẤT TINH SỚM,TREATED_BY,CHỮA TRỊ
BASEDOW,TREATED_BY,VACCINCE
UỐN,TREATED_BY,KHÁNG SINH
DỊ NGUYÊN,TREATED_BY,CHẤT KÍCH THÍCH
LOẠ,TREATED_BY,ĐIỀU. TRỊ
TỔ ĐỈA,TREATED_BY,THUỐC
ĐAU ĐẦU,TREATED_BY,THUỐC BỔ NÃO
BỊ BỆNH,TREATED_BY,URAT
NỔI MẤN ĐỎ,TREATED_BY,THUỐC
STREPTOCOCCUS PNEUMONIAE,TREATED_BY,ĐIỀU. TRỊ
CƠ THỂ,HAS_SYMPTOM,LAN TRUYỀN
HUYẾT,HAS_SYMPTOM,NHÃN ÁP
TRÀN KHÍ TRUNG THẤT,HAS_SYMPTOM,PHÁT
TRIỆU CHỨNG,HAS_SYMPTOM,NGỦ GÀ
VIÊM PHẾ QUẢN,TREATED_BY,VACCINCE
TYPE 2,TREATED_BY,VACCINCE
TỤT HUYẾT ÁP,TREATED_BY,NHẬP VIỆN
TRIỆU CHỨNG,TREATED_BY,NỘI KHOA
TUYẾN YÊN,HAS_SYMPTOM,ĐA HẠT
BỆNH VIÊM,HAS_SYMPTOM,ANG
NHIỄM TRÙNG,TREATED_BY,KHÁNG THỂ
THOÁI HOÁ CỘT SỐNG,TREATED_BY,ACID URIC
ẾT ÁP,TREATED_BY,THUỐC
LIỆT CƠ VẬN NHÃN,HAS_SYMPTOM,NHÌN THẤY MÀN SƯƠNG
SỎI THẬN,TREATED_BY,VACCIN
ARTHRUS,TREATED_BY,VACCINCE
BỐC HỎA,TREATED_BY,ĐIỀU. TRỊ
VIÊM TUỶ,TREATED_BY,VIÊN NÉN
ĐAU ĐẦU,TREATED_BY,UỐNG THUỐC GIẢM ĐAU
NGẠT MŨI,TREATED_BY,PHẤN HOA
BỆNH LÝ,TREATED_BY,KHÁNG SINH
NÔN MỬA,HAS_SYMPTOM,KHÓ THỞ
HUYẾT ÁP,TREATED_BY,THUỐC CHỐNG TRẦM CẢM
TRĨ,TREATED_BY,VACCINCE
COVID,HAS_SYMPTOM,PHÁT BAN
CẢM GIÁC CỒN CÀO,TREATED_BY,XỬ TRÍ
RỐI LOẠN NHỊP TIM,TREATED_BY,VẮC XIN
THIẾU MEN,TREATED_BY,ĐIỀU. TRỊ
HƠI,TREATED_BY,UỐNG THUỐC
RỐI LOẠN LIPID MÁU,TREATED_BY,ASTRA ZENNECA
BỆNH NHẦY NHỚT,HAS_SYMPTOM,XƠ NANG
TIM,HAS_SYMPTOM,CHẬM
NHỨC ĐẦU,TREATED_BY,VACCINCE
TÁ TRÀNG,HAS_SYMPTOM,TRÀO NGƯỢC DẠ
THIẾU MÁU NÃO,TREATED_BY,VACCINCE
HIV,TREATED_BY,REMDESIVIR
MẤT SỨC,TREATED_BY,VACCINCE
RỐI LOẠN ĐÔNG,TREATED_BY,THUỐC KHÁNG ĐÔNG
DỊ ỨNG,TREATED_BY,LANHCOXIN
ĐÁI RẮT,TREATED_BY,MỔ NỘI SOI
PARKINSON,TREATED_BY,ACIDE URIC 530
135,TREATED_BY,THUỐC UỐNG
CHÂN TAY,HAS_SYMPTOM,BUỒN NGỦ
VIRUS A,TREATED_BY,HÓA CHẤT
MÔI,HAS_SYMPTOM,ĐỜM
KHÀN TIẾNG,TREATED_BY,PHẪU THUẬT GÂY MÊ NỘI KHÍ QUẢN
PHÁT,TREATED_BY,VACCINCE
TAI BIẾN,HAS_SYMPTOM,CHẢY MÁU
TĂNG SINH,HAS_SYMPTOM,ĐTĐ
HODGKIN,TREATED_BY,HOÁ TRỊ
CROHN,HAS_SYMPTOM,Ứ MẬT
VIÊM XƠ ĐƯỜNG,HAS_SYMPTOM,BỆNH NHẦY NHỚT
"ĐAU, NHỨC",TREATED_BY,VẮC XIN
SIÊU VI B,TREATED_BY,VACXIN
NỔI MẨN ĐỎ,TREATED_BY,UỐNG THUỐC
NGÓN TAY,HAS_SYMPTOM,KIM CHÂM
VIRURS,TREATED_BY,THUỐC CHỐNG NẤM
VIÊM,TREATED_BY,PHÓNG XẠ
HUYẾT ÁP,TREATED_BY,THUỐC CHỐNG ĐÔNG MÁU
UNG THƯ PHỔI,TREATED_BY,PHẪU THUẬT K
CHÂN TAY,HAS_SYMPTOM,RÁT
TIÊU CHẢY,TREATED_BY,MỒ HÔI
BỆNH NỀN,TREATED_BY,KHÁNG SINH
PHÙ NỀ,TREATED_BY,MỔ TRĨ
CHẤN THỦY,HAS_SYMPTOM,TRÀO NGƯỢC DẠ DÀY
DENGUE,TREATED_BY,VACCINCE
HUYẾT ÁP,HAS_SYMPTOM,130
CHẬM,TREATED_BY,DMARDS
SUY THẬN,TREATED_BY,INSULINE
ỪNG TINH,TREATED_BY,MỔ GIÃN TĨNH MẠCH
TIỂU ĐƯỜNG,TREATED_BY,ISULIN
COVID,TREATED_BY,ETHANOL
VIRURS,TREATED_BY,VẮC-XIN CÚM
LOÃNG XƯƠNG,TREATED_BY,HORMONE
LAO PHỔI,TREATED_BY,VACCIN
DỊ ỨNG,TREATED_BY,VACEINE
MẨN NGỨA,TREATED_BY,VACCINCE
BỐC HỎA,TREATED_BY,KEM DƯỠNG
UNG THƯ MÁU,HAS_SYMPTOM,ĐA U TỦY
LIỆT MẶT,TREATED_BY,VẮC XIN
RỐI LOẠN ĐÔNG MÁU,TREATED_BY,VACCINCE
TRÀN DỊCH,TREATED_BY,THUỐC CHỐNG LAO
TÁC DỤNG PHỤ,TREATED_BY,CORTICOSTEROIDS
VIÊM ĐA KHỚP DẠNG THẤP,TREATED_BY,METHYLPREDNISOLONE
BỆNH VIÊM GAN B,TREATED_BY,ASTRA ZENNECA
NÔN ÓI,TREATED_BY,NHẬP VIỆN
140,TREATED_BY,VACCINCE
TÁC DỤNG PHỤ,TREATED_BY,XỬ TRÍ
NIỆU ĐẠO,HAS_SYMPTOM,TRIỆU CHỨNG
RỐI LOẠN Ý THỨC,TREATED_BY,PHẪU THUẬT K
BỆNH LÝ HỞ,TREATED_BY,VACCINCE
MỆT MỎI,TREATED_BY,VI CHẤT DINH DƯỠNG
VIÊM DA,TREATED_BY,THUỐC
PHÙ,TREATED_BY,VACCINCE
XÂY XẨM MẶT,TREATED_BY,THUỐC TIÊM
HƠI,TREATED_BY,VACCINCE
LIỆT,HAS_SYMPTOM,Ý THỨC SUY GIẢM
TIM,HAS_SYMPTOM,ĐA ỐI
KINH MÁC,HAS_SYMPTOM,RỐI LOẠN VẬN ĐỘNG TỬ
VIÊM,TREATED_BY,DEXAMETHASONE
VIÊM PHỔI,TREATED_BY,INSULINE
ÊM NHIỄM,TREATED_BY,B12
VI KHUẨN,TREATED_BY,VITAMIN
VIÊM AMIDAN,TREATED_BY,GÂY MÊ
NGỘ ĐỘC,TREATED_BY,HEMOGLOBIN
NÃO BỘ,HAS_SYMPTOM,GIẢM
AGEP,TREATED_BY,KHÁNG SINH
TRÀO NGƯỢC AXIT,TREATED_BY,THUỐC KHÁNG H2
BỆNH VIÊM GAN B,TREATED_BY,VACCINCE
NỔI MẨN,TREATED_BY,VACCIN
ỨNG PHỤ,TREATED_BY,VẮC XIN
VIÊM MŨI,TREATED_BY,VACCINCE
MỠ TRONG MÁU,TREATED_BY,VACCIN
PHÁT BAN,TREATED_BY,UỐNG THUỐC
VIÊM DA,TREATED_BY,VACCINCE
TINH TRÙNG,HAS_SYMPTOM,MÃN TÍNH
TỔN THƯƠNG,TREATED_BY,THUỐC KHÁNG VIÊM
SỤP MÍ,TREATED_BY,PHẪU THUẬT K
ĐẠI TIỆN,TREATED_BY,PHẪU THUẬT K
PEMPHIGUS,TREATED_BY,PREDNISOLONE
MẮT,HAS_SYMPTOM,BASEDOW LỒI
TIM,HAS_SYMPTOM,GÃY XƯƠNG SƯỜN
MÁU,HAS_SYMPTOM,Ở VAN 2 LÁ
NỔI MỀ ĐAY,TREATED_BY,NHẬP VIỆN
BỆNH LÝ,TREATED_BY,XẠ TRỊ
ĐAU BỤNG,HAS_SYMPTOM,CHÁ
HẮT HƠI,TREATED_BY,XỬ TRÍ
TĂNG ÁP,TREATED_BY,THUỐC CHỐNG ĐÔNG MÁU
CẢM LẠNH,TREATED_BY,THUỐC GIÃN NỞ PHẾ QUẢN
TĂNG NHỊP MẠCH,TREATED_BY,THUỐC CHỐNG ĐÔNG
SẸO LỒI,TREATED_BY,TRỊ SẸO
BỊ BỆNH,TREATED_BY,BIỆT DƯỢC
HUYẾT ÁP,TREATED_BY,PFIZER
BỆNH NẶNG LÊN,TREATED_BY,NHẬP VIỆN
DẠ DÀY,HAS_SYMPTOM,GERD
LOANG ĐỎ,TREATED_BY,UỐNG THUỐC
TÁC DỤNG PHỤ,HAS_SYMPTOM,KHÓ TIỂU
38.5°C,HAS_SYMPTOM,ĐAU ĐẦU
NỔI MỀ ĐAY,TREATED_BY,THUỐC BỔ MÁU
LO ÂU,TREATED_BY,VI CHẤT DINH DƯỠNG
NÓNG,HAS_SYMPTOM,TÊ CỨNG
TỨC NGỰC,TREATED_BY,ISONIAZID
PHẢN ỨNG PHỤ,TREATED_BY,CORTICOID
RỐI LOẠN MỠ MÁU,TREATED_BY,THUỐC
NỔI MÀY ĐAY,TREATED_BY,NHẬP VIỆN
NỘI TIẾT TỐ,HAS_SYMPTOM,NHIỄM TRÙNG
VIRURS,TREATED_BY,VẮC-XIN PHẾ CẦU
HUYẾT ÁP,TREATED_BY,TELMISARTAN
NỔI SẨN MỀ ĐAY,TREATED_BY,XỬ TRÍ
UNG THƯ NÃO,TREATED_BY,XẠ TRỊ
TRYGLICERIDE,TREATED_BY,VACCINCE
TỤ DỊCH,TREATED_BY,NGẢI CỨU KHÔ
VIÊM CẦU KHUẨN,TREATED_BY,KHÁNG NGUYÊN
ỤN CÓC,TREATED_BY,DUOFILM
THẤP KHỚP,TREATED_BY,DMARDS
TIM,HAS_SYMPTOM,ĐẬP NHANH
BỆNH NỀN,TREATED_BY,INSULINE
KHÓ THỞ,TREATED_BY,VẮC-XIN
VID,TREATED_BY,THUỐC
COVID,TREATED_BY,THUỐC GIẢM ĐAU
THIẾU,TREATED_BY,GLUCOSE
SỐT,TREATED_BY,THUỐC CHỐNG VIÊM
CẢM SỐT,TREATED_BY,THUỐC CHỐNG VIÊM
THẬN,HAS_SYMPTOM,TIỂU
NỔI NGỨA,TREATED_BY,VACCINCE
RỐI LOẠN VỀ TRI GIÁC,TREATED_BY,NHẬP VIỆN
VIÊM GAN B,TREATED_BY,VẮC-XIN
BỆNH ĐỘNG MẠCH NGOẠI BIÊN,HAS_SYMPTOM,RUNG NHĨ
VIÊM XOANG,TREATED_BY,CANXI
HỌNG,HAS_SYMPTOM,39 ĐỘ C
HUYẾT KHỐI TĨNH MẠCH,HAS_SYMPTOM,XUẤT HUYẾT NÃO
DI ỨNG,TREATED_BY,VACCINCE
VIRURS,TREATED_BY,DELTA PLUS
MỤN,TREATED_BY,IUI
HOẠI TỬ,HAS_SYMPTOM,ĐAU TỨC
QUAN HỆ,TREATED_BY,HORMONE
MỤN BÃ ĐẬU,TREATED_BY,KHÁNG SINH
BỆNH CƯỜM NƯỚC,HAS_SYMPTOM,ỜM NƯỚC
BỆNH LÝ NỀN,TREATED_BY,THUỐC CHỐNG ĐÔNG MÁU
TĂNG NHÃN ÁP,HAS_SYMPTOM,HEN
TRIỆU CHỨNG,TREATED_BY,KEM DƯỠNG
BIẾN CHỨNG,TREATED_BY,LỢI TIỂU
TIÊU CHẢY,TREATED_BY,METFORMIN
RỤNG TRỨNG,TREATED_BY,THUỐC TRÁNH THAI
BẠI LIỆT,TREATED_BY,VẮC XIN
DỊ ỨNG,TREATED_BY,SUCROSE
ĐAU BỤNG,TREATED_BY,NHẬP VIỆN
COVID,TREATED_BY,XIN
HERPES,TREATED_BY,VACCINCE
VIÊM PHỔI,TREATED_BY,VẮC-XIN PHẾ CẦU
CHẢY NƯỚC MẮT,TREATED_BY,KHÁNG SINH UỐNG
KHỐI U,TREATED_BY,PHẪU THUẬT K
HEN,TREATED_BY,XIN
VIÊM,HAS_SYMPTOM,ĐẠI DỊCH
TIỂU ĐƯỜNG,TREATED_BY,ASTRA ZENNECA
MÃN TÍNH,TREATED_BY,HÓA CHẤT
NHÂN GIÁP,HAS_SYMPTOM,BƯỚU CỔ
NÓNG LẠNH NGƯỜI,TREATED_BY,PHẪU THUẬT TIM
LƯỠI,HAS_SYMPTOM,LÂY LAN
NỘI TIẾT,HAS_SYMPTOM,TỔN THƯƠNG
TIỀN LIỆT TUYẾN,HAS_SYMPTOM,VIÊM
THIẾU MEN,TREATED_BY,QUINOLON
CẢM CÚM,TREATED_BY,VẮC XIN
SỐT,TREATED_BY,VẮC XIN
TRIỆU CHỨNG,TREATED_BY,THUỐC NHỎ MẮT
KHỐI,HAS_SYMPTOM,DVT
HO CÓ ĐỜM,HAS_SYMPTOM,HEN
TÁC DỤNG PHỤ,TREATED_BY,HORMONE TĂNG TRƯỞNG
ĐÁNH TRỐNG NGỰC,TREATED_BY,XỬ TRÍ
MẠCH,HAS_SYMPTOM,CHẬM
MẮC BỆNH,TREATED_BY,HORMONE
VẾT THƯƠNG,HAS_SYMPTOM,VẾT THƯƠNG
VIÊM DA CƠ ĐỊA,TREATED_BY,VACCINCE
TÁC DỤNG PHỤ,TREATED_BY,DILTIAZEM
PHÙ,TREATED_BY,XỬ TRÍ
PHONG BẾ THẦN KINH CHẨM,TREATED_BY,BOTOX
BIẾN CHỨNG,TREATED_BY,KHÁNG SINH
NỔI MỀ ĐAY,TREATED_BY,PHẪU THUẬT K
BẢ VAI,HAS_SYMPTOM,BUỒN NÔN
CHOLESTEROL,TREATED_BY,TRIGLYCERIDE
DỊ NGUYÊN,TREATED_BY,VẮC-XIN
BỆNH LAO,TREATED_BY,VACCINCE
HỘI CHỨNG,TREATED_BY,SON
VIÊM GAN,TREATED_BY,PHẪU THUẬT CẮT LÁCH
NÃO,HAS_SYMPTOM,TĂNG CÂN
BỆNH LÝ VIÊM,TREATED_BY,VACCINCE
HẸP,HAS_SYMPTOM,VIÊM
ĂNG THẲNG VỀ CẢM XÚC,TREATED_BY,KEM ĐÁNH RĂNG
QUAI BỊ,TREATED_BY,PHÓNG XẠ
SỐT,TREATED_BY,XỬ TRÍ
TRÀO NGƯỢC THỰC QUẢN,TREATED_BY,VACCINCE
RỐI LOẠN CHỨC NĂNG,TREATED_BY,PHẪU THUẬT K
RỤNG TRỨNG,HAS_SYMPTOM,SẸO
SỢ HÃI,TREATED_BY,HORMONE
HUYẾT ÁP,TREATED_BY,CONCOR
VÔ SINH,TREATED_BY,HORMONE
CHÓNG MẶT,TREATED_BY,VACCINCE
SỐT CỎ KHÔ,HAS_SYMPTOM,VIÊM MŨI
QUAN HỆ,HAS_SYMPTOM,RÁT
COV-2,HAS_SYMPTOM,HỘI CHỨNG
RỐI LOẠN SINH TINH,TREATED_BY,TESTOSTERONE
ĐỎ MẶT,TREATED_BY,UỐNG THUỐC
VẾT BỎNG,HAS_SYMPTOM,VẾT PHỒNG RỘP
CƯỜNG GIÁP,TREATED_BY,PHẪU THUẬT K
UNG THƯ DẠ DÀY,HAS_SYMPTOM,UNG THƯ ĐƯỜNG TIÊU HÓA
NGỨA,TREATED_BY,SẮT
BỘ PHẬN,HAS_SYMPTOM,COVID
CHẬM,TREATED_BY,THUỐC
ĐẬU THAI,HAS_SYMPTOM,HỘI CHỨNG
MÃN TÍNH,TREATED_BY,KHÁNG SINH
TỔN THƯƠNG,TREATED_BY,VACCINCE
BẠI LIỆT,TREATED_BY,XIN
TĂNG ĐÔNG,TREATED_BY,IMMUN
DỊ ỨNG,TREATED_BY,VALACYCLOVIR
ĐÁI THÁO ĐƯỜNG,TREATED_BY,VACCINCE
TRIỆU CHỨNG,TREATED_BY,THUỐC TRÁNH THAI
THÁP,TREATED_BY,VACCINCE
TRÀO NGƯỢC DẠ,TREATED_BY,VITAMIN
MỤN CƠM,TREATED_BY,DUOFILM
NHIỄM KHUẨN,TREATED_BY,VACCINCE
ĐTĐ,HAS_SYMPTOM,TĂNG SINH MÔ MỠ
TỔN THƯƠNG,TREATED_BY,NSAID
NGỨA,TREATED_BY,PHẪU THUẬT K
RỐI LOẠN GIẤC NGỦ,TREATED_BY,MỒ HÔI
VIÊM,TREATED_BY,NGOẠI KHOA
MẮC BỆNH,TREATED_BY,SGOT
KHUỶ,HAS_SYMPTOM,GÃY XƯƠNG
TRIỆU CHỨNG,HAS_SYMPTOM,KHÁT NƯỚC
SƯNG TẤY,HAS_SYMPTOM,HUY
RỐI LOẠN,TREATED_BY,HORMONE
GAN NHIỄM MỠ,TREATED_BY,VACCINCE
"ĐAU, NHỨC",TREATED_BY,NHẬP VIỆN
VIÊM,TREATED_BY,NSAID
CHÂN,HAS_SYMPTOM,KHÔNG
DƯƠNG TÍNH,TREATED_BY,VACCINE 19
VIÊM,TREATED_BY,CHỮA LÀNH
KHỐI U,TREATED_BY,PHẪU THUẬT NỘI SOI
COVID,TREATED_BY,THUỐC HẠ SỐT
CÓ KINH,TREATED_BY,THUỐC
KIẾN BA KHOANG CHÍCH,TREATED_BY,UỐNG THUỐC
RÁT BỎNG,TREATED_BY,ACID
KHÓ THỞ,TREATED_BY,SẮT
LÂY LAN,TREATED_BY,NHẬP VIỆN
LÂY TRUYỀN,HAS_SYMPTOM,VIÊM NẮP
DỊ NGUYÊN,HAS_SYMPTOM,TRIỆU CHỨNG
NHỊP TIM NHANH,TREATED_BY,AMLODIPIN
ĐÁY CHẬU,HAS_SYMPTOM,BÍ ĐÁI
NIÊM MẠC,HAS_SYMPTOM,LOẠN SẢN
DỊ ỨNG,TREATED_BY,LAURYL SULFAT
CHẬM,TREATED_BY,XỬ TRÍ
HUYẾT ÁP,TREATED_BY,GLYCERIDE
BIẾN CHỨNG,TREATED_BY,THUỐC GIẢM ĐAU
MẨN ĐỎ,TREATED_BY,SỮA RỬA MẶT
SẸO LỒI,TREATED_BY,UỐNG THUỐC
ANG,TREATED_BY,VACCINCE
CHOLESTEROL TRONG MÁU,HAS_SYMPTOM,XƠ VỮA ĐỘNG MẠCH
COVID,HAS_SYMPTOM,ĐỔI MÀU
MỤN NƯỚC,TREATED_BY,NƯỚC ĐÁ
TÊ BÌ,TREATED_BY,VACCINCE
HEN,TREATED_BY,VACCINCE
DỊ ỨNG,TREATED_BY,BARI-SULFATE
BỆNH NỀN VẢY NẾN,TREATED_BY,VACCINCE
SUYỄN,TREATED_BY,VACCIN
DÂY THẦN SINH,HAS_SYMPTOM,HỘI CHỨNG RAMSAY
NHIỄM ĐỘC,TREATED_BY,KẼM
RĂNG,HAS_SYMPTOM,KHÔN
NG MẮT,TREATED_BY,UỐNG THUỐC
DỊ ỨNG,TREATED_BY,OXY
MẮT,HAS_SYMPTOM,KHÔNG NHÌN THẤY
MÃN TÍNH,TREATED_BY,NGOẠI TRÚ
TRIỆU CHỨNG,HAS_SYMPTOM,VIÊM XOANG
BỆNH LÝ NỀN,TREATED_BY,XIN
CHẬM,TREATED_BY,DIPROPIONAT
TRIỆU CHỨNG,TREATED_BY,VITAMIN
PHÙ NIÊM,TREATED_BY,NHẬP VIỆN
NÓNG HẾT NGƯỜI,TREATED_BY,VACCINCE
DỊ DẠNG TĨNH MẠCH,TREATED_BY,PHẪU THUẬT K
HỘI CHỨNG,TREATED_BY,ANDROGEN
TỬ VONG,TREATED_BY,VACCINCE
ÁP XE,TREATED_BY,VẮC XIN
ĐAU,TREATED_BY,PROTEIN
SỐT,TREATED_BY,MODERNA
UNG THƯ DẠ DÀY,TREATED_BY,VACCINCE
SHOCK,HAS_SYMPTOM,DA XANH
BỆNH NỀN,TREATED_BY,THUỐC GIẢM ĐAU
VIÊM LOÉT,TREATED_BY,ACID
NGỨ,HAS_SYMPTOM,NGỨA
PHẾ QUẢN,TREATED_BY,VACCINCE
NHIỄM TRÙNG,TREATED_BY,PHÓNG XẠ
CUỒNG,HAS_SYMPTOM,KHÔNG THỂ
NÃO,HAS_SYMPTOM,LÂY LAN
MỠ MÁU,TREATED_BY,CHẤT BẢO QUẢN TÔM
"ĐAU, NHỨC",TREATED_BY,PHẪU THUẬT TIM
SỐT XUẤT HUYẾT,TREATED_BY,VACCINCE
HODGKIN,TREATED_BY,XẠ TRỊ
NHANH,TREATED_BY,VACCINCE
CHẬM,TREATED_BY,THUỐC UỐNG
ĐAU,TREATED_BY,200
MẮC BỆNH,TREATED_BY,SGPT
KHÓ NGỦ,TREATED_BY,GEL
MỆT MỎI,TREATED_BY,INSULINE
TỬ VONG,HAS_SYMPTOM,NHIỄM TRÙNG
CHOLESTEROL,HAS_SYMPTOM,ẾT ÁP
MÁU,HAS_SYMPTOM,MÃN TÍNH
ĐAU,HAS_SYMPTOM,QUAN HỆ
CẦU,HAS_SYMPTOM,SUY HÔ HẤP
VIRURS,TREATED_BY,MỸ PHẨM
PHÁT BAN,TREATED_BY,MỒ HÔI
TIỂU ĐƯỜNG,TREATED_BY,VACCIN
XƠ VỮA ĐỘNG MẠCH,TREATED_BY,VACCINCE
CAO HUYẾT ÁP,TREATED_BY,NGOẠI KHOA
PHẾ QUẢN,HAS_SYMPTOM,NHỊP THỞ
PHÁT,HAS_SYMPTOM,TRÀ
TRIỆU CHỨNG,TREATED_BY,KHÁNG SINH
VIÊM PHỔI,TREATED_BY,VẮC-XIN CÚM
UNG THƯ VÚ,TREATED_BY,VACCINCE
TIM MẠCH,HAS_SYMPTOM,TRIỆU TRỨNG
NHIỄM TRÙNG,TREATED_BY,XỬ TRÍ
TRIỆU CHỨNG,TREATED_BY,CẢI THIỆN
KÍCH ỨNG,TREATED_BY,VACCINCE
BỊ BỆNH,TREATED_BY,ĐÔNG
HUYẾT ÁP,TREATED_BY,AMLODIPIN
HUYẾT ÁP,TREATED_BY,HYDROCLOROTHIAZID
BỆNH TỰ MIỄN,TREATED_BY,PHẪU THUẬT K
CHÓNG MẶT,TREATED_BY,XỬ TRÍ
SỎI MẬT,HAS_SYMPTOM,THỐNG KINH
VIRURS,TREATED_BY,DELTA
VITT,TREATED_BY,IMMUN
NỘI TIẾT,HAS_SYMPTOM,RỐI LOẠN
MỠ MÁU,TREATED_BY,NGOẠI KHOA
BỊ BỆNH VẨY,TREATED_BY,VACCINCE
CHÀM NGỨA,TREATED_BY,VACCINCE
PHÙ MẠCH,TREATED_BY,VACCINCE
VIRURS,TREATED_BY,VACXIN
ĐAU BỤNG,TREATED_BY,URE
VIÊM,TREATED_BY,QUINOLON
KHÓ THỞ,HAS_SYMPTOM,CẦU
TRIỆU CHỨNG SỐC,TREATED_BY,NSAID
BIẾNG ĂN,TREATED_BY,INSULINE
ĐAU ĐỚN,HAS_SYMPTOM,ĐAU
BỆNH,TREATED_BY,VACCINCE
CĂNG THẲNG,TREATED_BY,THUỐC TIÊM
